,source,actual,dr,total_len,keywords,textonly_len,numonly_len,tt_ratio,nt_ratio,height,width,channels,area,ta_ratio,na_ratio,white_pix,black_pix,wb_ratio,bw_ratio
128,ChartExtraction_Output/filter_1_wrong/page49_b_2.png,WRONG,15,85,3,43,32,0.7058823529411765,0.4235294117647059,586,1433,3,839738,7.145085729120273,4.287051437472163,51096,788642,0.06478985395147609,15.434515421950838
129,ChartExtraction_Output/filter_1_wrong/page33_b_4.png,WRONG,12,47,2,33,1,0.9787234042553191,0.0425531914893617,417,1433,3,597561,7.697958869471067,0.33469386389004635,29240,568321,0.05144979685776172,19.43642270861833
130,ChartExtraction_Output/filter_1_wrong/page12_0_3.png,WRONG,24,6,0,6,0,1.0,0.0,190,938,3,178220,3.3666255190214343,0.0,17406,160814,0.10823684505080404,9.23899804665058
131,ChartExtraction_Output/filter_1_wrong/page34_0_1.png,WRONG,7,5,0,5,0,1.0,0.0,212,1200,3,254400,1.9654088050314464,0.0,7345,247055,0.029730222015340712,33.635806671204904
132,ChartExtraction_Output/filter_1_wrong/page83_b_7.png,WRONG,5,1,0,0,1,1.0,1.0,217,521,3,113057,0.8845095836613389,0.8845095836613389,2526,110531,0.02285331716893903,43.75732383214569
133,ChartExtraction_Output/filter_1_wrong/page20_0_24.png,WRONG,10,0,0,0,0,0.0,0.0,574,292,3,167608,0.0,0.0,6950,160658,0.04325959491590833,23.116258992805754
134,ChartExtraction_Output/filter_1_wrong/page4_0_21.png,WRONG,7,42,1,27,7,0.7619047619047619,0.35714285714285715,409,1527,3,624543,5.1237464834286826,2.401756164107195,19125,605418,0.03158974460620596,31.6558431372549
135,ChartExtraction_Output/filter_1_wrong/page60_0_3.png,WRONG,16,90,1,70,0,1.0,0.044444444444444446,448,1496,3,670208,13.42866692131398,0.596829640947288,44187,626021,0.07058389415051572,14.16753796365447
136,ChartExtraction_Output/filter_1_wrong/page6_0_5.png,WRONG,51,0,0,0,0,0.0,0.0,516,756,3,390096,0.0,0.0,79009,311087,0.25397718323170043,3.9373615664038275
137,ChartExtraction_Output/filter_1_wrong/page66_0_39.png,WRONG,31,54,3,35,2,0.9629629629629629,0.05555555555555555,471,1502,3,707442,7.350425900639204,0.4240630327291849,86217,621225,0.1387854642037909,7.205365531159748
138,ChartExtraction_Output/filter_1_wrong/page82_0_10.png,WRONG,16,123,0,71,10,0.9024390243902439,0.13008130081300814,629,1528,3,961112,11.54912226670773,1.6647383447506638,62099,899013,0.0690746407449058,14.47709302887325
139,ChartExtraction_Output/filter_1_wrong/page66_0_11.png,WRONG,33,79,4,49,14,0.8481012658227848,0.20253164556962025,452,1524,3,688848,9.72638375955218,2.322718509743804,91730,597118,0.1536212272951075,6.509517060939714
140,ChartExtraction_Output/filter_1_wrong/page31_a_14.png,WRONG,28,93,4,68,0,1.0,0.03225806451612903,464,563,3,261232,35.6005389845042,1.1484044833711031,29106,232126,0.12538879746344658,7.975194118051261
141,ChartExtraction_Output/filter_1_wrong/page9_a_28.png,WRONG,24,61,1,51,0,1.0,0.04918032786885246,249,963,3,239787,25.43924399571286,1.2511103604448948,23385,216402,0.10806277206310477,9.253880692751764
142,ChartExtraction_Output/filter_1_wrong/page14_0_2 2.png,WRONG,7,8,0,8,1,1.0,0.125,1342,107,3,143594,5.571263423262811,0.6964079279078513,4000,139594,0.02865452669885525,34.8985
143,ChartExtraction_Output/filter_1_wrong/page9_a_14.png,WRONG,23,43,0,37,0,1.0,0.06976744186046512,278,506,3,140668,30.56843063098928,2.1326812068132055,13133,127535,0.10297565374211001,9.711033274956216
144,ChartExtraction_Output/filter_1_wrong/page61_0_4.png,WRONG,1,0,0,0,0,0.0,0.0,294,1635,3,480690,0.0,0.0,3072,477618,0.006431918395035363,155.474609375
145,ChartExtraction_Output/filter_1_wrong/page50_b_3.png,WRONG,37,115,0,77,0,1.0,0.05217391304347826,224,1078,3,241472,47.624569308242776,2.4847601378213624,35057,206415,0.16983746336264322,5.887982428616254
146,ChartExtraction_Output/filter_1_wrong/page51_0_141.png,WRONG,1,14,1,10,3,1.0,0.2857142857142857,489,1140,3,557460,2.511390951817171,0.7175402719477632,3562,553898,0.006430786895782256,155.50196518809656
147,ChartExtraction_Output/filter_1_wrong/page32_b_28.png,WRONG,21,54,1,39,1,0.9814814814814815,0.05555555555555555,266,1434,3,381444,13.894569058629838,0.7864850410545192,31955,349489,0.09143349289963347,10.936911281489595
148,ChartExtraction_Output/filter_1_wrong/page7_0_58.png,WRONG,11,27,2,24,0,1.0,0.0,250,555,3,138750,19.45945945945946,0.0,6195,132555,0.046735317415412474,21.397094430992738
149,ChartExtraction_Output/filter_1_wrong/page67_0_13.png,WRONG,33,72,3,44,15,0.8472222222222222,0.2222222222222222,521,1460,3,760660,8.019351615702154,2.103436489364499,101121,659539,0.15332072856950082,6.522275293954767
150,ChartExtraction_Output/filter_1_wrong/page78_0_45.png,WRONG,5,10,0,8,2,0.8,0.2,187,1083,3,202521,3.9502076327886986,0.9875519081971746,4146,198375,0.020899810964083176,47.84732272069465
151,ChartExtraction_Output/filter_1_wrong/page83_0_12.png,WRONG,21,43,0,32,0,1.0,0.023255813953488372,247,1495,3,369265,11.644753767619461,0.27080822715394093,31161,338104,0.0921639495539834,10.850229453483522
152,ChartExtraction_Output/filter_1_wrong/page6_0_7.png,WRONG,3,22,0,20,1,0.9545454545454546,0.045454545454545456,231,1369,3,316239,6.6405471810877215,0.31621653243274866,4833,311406,0.01551993217857074,64.4332712600869
153,ChartExtraction_Output/filter_1_wrong/page60_0_1.png,WRONG,16,4,0,1,3,0.25,0.75,231,1249,3,288519,0.34659762441988223,1.0397928732596466,19060,269459,0.07073432321800348,14.137408184679957
154,ChartExtraction_Output/filter_1_wrong/page20_0_26.png,WRONG,13,0,0,0,0,0.0,0.0,574,201,3,115374,0.0,0.0,6071,109303,0.05554284877816711,18.00411793773678
155,ChartExtraction_Output/filter_1_wrong/page21_0_32.png,WRONG,20,58,1,46,1,0.9827586206896551,0.06896551724137931,257,796,3,204572,27.863050661869657,1.9553018008329586,16716,187856,0.08898305084745763,11.238095238095237
156,ChartExtraction_Output/filter_1_wrong/page113_0_24.png,WRONG,13,167,5,45,81,0.3772455089820359,0.688622754491018,658,1504,3,989632,6.36600271616116,11.620481148548148,51041,938591,0.054380448992159526,18.388961815011463
157,ChartExtraction_Output/filter_1_wrong/page12_0_1.png,WRONG,2,3,0,3,0,1.0,0.0,259,848,3,219632,1.365921177241932,0.0,2010,217622,0.009236198546102876,108.26965174129353
158,ChartExtraction_Output/filter_1_wrong/page36_0_8 2.png,WRONG,73,0,0,0,0,0.0,0.0,423,1332,3,563436,0.0,0.0,161960,401476,0.4034114118901254,2.4788589775253147
159,ChartExtraction_Output/filter_1_wrong/page31_a_1.png,WRONG,7,10,1,10,0,1.0,0.0,228,1435,3,327180,3.0564215416590255,0.0,10092,317088,0.03182712685437481,31.41973840665874
160,ChartExtraction_Output/filter_1_wrong/page11_a_96.png,WRONG,1,5,0,5,0,1.0,0.2,301,725,3,218225,2.291213197388017,0.4582426394776034,1185,217040,0.0054598230740877255,183.1561181434599
161,ChartExtraction_Output/filter_1_wrong/page41_0_21.png,WRONG,32,37,1,9,27,0.32432432432432434,0.7567567567567568,303,755,3,228765,5.245557668349616,12.23963455948244,28819,199946,0.14413391615736248,6.937992296748673
162,ChartExtraction_Output/filter_1_wrong/page33_0_16.png,WRONG,5,7,0,6,0,1.0,0.0,310,346,3,107260,6.526198023494312,0.0,2252,105008,0.021445985067804357,46.62877442273535
163,ChartExtraction_Output/filter_1_wrong/page79_0_2.png,WRONG,24,3,0,3,0,1.0,0.0,236,677,3,159772,1.8776756878551937,0.0,15565,144207,0.10793512104128093,9.264824927722454
164,ChartExtraction_Output/filter_1_wrong/page113_0_3.png,WRONG,14,91,4,31,36,0.7472527472527473,0.6263736263736264,374,1504,3,562496,12.088974854932301,10.133405393105019,31736,530760,0.059793503655136034,16.724224855054196
165,ChartExtraction_Output/filter_1_wrong/page11_a_41.png,WRONG,8,4,0,3,2,0.75,0.5,304,492,3,149568,2.0057766367137355,1.3371844244758238,5084,144484,0.03518728717366629,28.419354838709676
166,ChartExtraction_Output/filter_1_wrong/page135_0_1.png,WRONG,12,6,0,6,2,1.0,0.3333333333333333,227,1441,3,327107,1.8342621833222768,0.6114207277740923,15874,311233,0.05100358895104311,19.606463399269245
167,ChartExtraction_Output/filter_1_wrong/page69_0_3.png,WRONG,1,0,0,0,0,0.0,0.0,195,1635,3,318825,0.0,0.0,1536,317289,0.0048410124523699215,206.568359375
168,ChartExtraction_Output/filter_1_wrong/page11_a_40.png,WRONG,10,8,0,2,6,0.25,0.75,304,514,3,156256,1.2799508498873642,3.8398525496620928,6338,149918,0.04227644445630278,23.653834017040076
169,ChartExtraction_Output/filter_1_wrong/page79_0_3.png,WRONG,43,19,0,14,0,1.0,0.0,236,875,3,206500,9.200968523002421,0.0,34854,171646,0.2030574554606574,4.924714523440638
170,ChartExtraction_Output/filter_1_wrong/page70_0_7 2.png,WRONG,22,0,0,0,0,0.0,0.0,264,1302,3,343728,0.0,0.0,30979,312749,0.09905387387329775,10.095516317505407
171,ChartExtraction_Output/filter_1_wrong/page68_0_33.png,WRONG,17,93,2,74,1,0.989247311827957,0.12903225806451613,561,1352,3,758472,12.129650138699912,1.582128278960858,51712,706760,0.07316769483275794,13.667233910891088
172,ChartExtraction_Output/filter_1_wrong/page40_0_34.png,WRONG,29,56,0,42,0,1.0,0.03571428571428571,218,822,3,179196,31.250697560213396,1.1160963414361926,20923,158273,0.13219563665312467,7.564546193184534
173,ChartExtraction_Output/filter_1_wrong/page11_a_97.png,WRONG,2,28,0,25,0,1.0,0.0,295,1532,3,451940,6.19551267867416,0.0,5227,446713,0.011701025042924652,85.46259804859383
174,ChartExtraction_Output/filter_1_wrong/page41_0_20.png,WRONG,26,10,0,10,0,1.0,0.1,1248,1403,3,1750944,0.5711204927170714,0.05711204927170714,184964,1565980,0.11811389672920472,8.466404273263986
175,ChartExtraction_Output/filter_1_wrong/page49_b_1.png,WRONG,6,2,0,2,0,1.0,0.0,187,1013,3,189431,1.0557934023470288,0.0,4745,184686,0.02569225604539597,38.92223393045311
176,ChartExtraction_Output/filter_1_wrong/page25_b_13.png,WRONG,49,0,0,0,0,0.0,0.0,301,1007,3,303107,0.0,0.0,59263,243844,0.2430365315529601,4.11460776538481
177,ChartExtraction_Output/filter_1_wrong/page50_a_38.png,WRONG,10,0,0,0,0,0.0,0.0,182,764,3,139048,0.0,0.0,5874,133174,0.044107708711910734,22.67177391896493
178,ChartExtraction_Output/filter_1_wrong/page70_0_14.png,WRONG,15,77,3,16,54,0.6363636363636364,0.7662337662337663,631,1300,3,820300,5.973424356942582,7.192490552236987,50605,769695,0.0657468217930479,15.209860685702994
179,ChartExtraction_Output/filter_1_wrong/page34_0_2.png,WRONG,0,0,0,0,0,0.0,0.0,1996,79,3,157684,0.0,0.0,173,157511,0.001098335989232498,910.4682080924855
180,ChartExtraction_Output/filter_1_wrong/page20_0_27.png,WRONG,11,0,0,0,0,0.0,0.0,574,201,3,115374,0.0,0.0,5348,110026,0.04860669296348136,20.573298429319372
181,ChartExtraction_Output/filter_1_wrong/page21_0_33.png,WRONG,28,82,0,63,2,0.975609756097561,0.07317073170731707,257,828,3,212796,37.594691629541906,2.819601872215643,23674,189122,0.1251784562345999,7.988595083213652
182,ChartExtraction_Output/filter_1_wrong/page6_0_6.png,WRONG,83,0,0,0,0,0.0,0.0,516,772,3,398352,0.0,0.0,130513,267839,0.4872815385362102,2.0522016963827356
183,ChartExtraction_Output/filter_1_wrong/page4_0_22.png,WRONG,0,0,0,0,0,0.0,0.0,298,833,3,248234,0.0,0.0,68,248166,0.0002740101383751199,3649.5
184,ChartExtraction_Output/filter_1_wrong/page84_0_1.png,WRONG,18,1,0,0,1,0.0,1.0,228,1299,3,296172,0.0,0.33764164066826036,21043,275129,0.07648412199368296,13.074609133678658
185,ChartExtraction_Output/filter_1_wrong/page17_0_76.png,WRONG,56,105,0,79,1,1.0,0.047619047619047616,676,1536,3,1038336,10.112333579881657,0.4815396942800789,230418,807918,0.2851997356167334,3.506314610837695
186,ChartExtraction_Output/filter_1_wrong/page83_0_13.png,WRONG,13,49,0,28,6,0.8571428571428571,0.14285714285714285,366,1528,3,559248,7.510084971247103,1.2516808285411838,29992,529256,0.056668228607705914,17.646572419311816
187,ChartExtraction_Output/filter_1_wrong/page33_b_29.png,WRONG,15,74,1,51,0,1.0,0.0,580,1434,3,831720,8.897225027653537,0.0,49026,782694,0.0626375058451962,15.964875780198263
188,ChartExtraction_Output/filter_1_wrong/page22_0_60.png,WRONG,53,80,0,65,5,0.9375,0.1125,654,1536,3,1004544,7.466074159021407,0.8959288990825689,212340,792204,0.2680370207673781,3.7308279174908168
189,ChartExtraction_Output/filter_1_wrong/page11_0_13.png,WRONG,29,86,0,65,0,1.0,0.05813953488372093,183,1020,3,186660,46.07307403835851,2.678667095253402,21661,164999,0.13127958351262736,7.617330686487235
190,ChartExtraction_Output/filter_1_wrong/page7_0_3.png,WRONG,22,197,0,128,5,0.9949238578680203,0.07106598984771574,1070,747,3,799290,24.521763064719938,1.751554504622853,71016,728274,0.09751274932237043,10.255069280162218
191,ChartExtraction_Output/filter_1_wrong/page40_b_2.png,WRONG,52,3,0,3,0,1.0,0.0,623,1506,3,938238,0.3197482941428507,0.0,194119,744119,0.26087090908846566,3.8333135859962186
192,ChartExtraction_Output/filter_1_wrong/page13_0_40.png,WRONG,14,166,3,50,63,0.5843373493975904,0.5120481927710844,824,1529,3,1259896,7.699048175404954,6.74658860731362,71654,1188242,0.06030253096591435,16.583051888240714
193,ChartExtraction_Output/filter_1_wrong/page103_0_21.png,WRONG,20,93,1,31,38,0.7741935483870968,0.46236559139784944,564,1495,3,843180,8.539101971109371,5.099741454968098,68751,774429,0.08877637588468407,11.264257974429462
194,ChartExtraction_Output/filter_1_wrong/page10_0_2.png,WRONG,1,0,0,0,0,0.0,0.0,264,1536,3,405504,0.0,0.0,2836,402668,0.007043023036347562,141.98448519040903
195,ChartExtraction_Output/filter_1_wrong/page9_b_21.png,WRONG,23,235,0,143,3,0.9914893617021276,0.059574468085106386,519,1514,3,785766,29.652593774737007,1.7817009135035111,73477,712289,0.1031561627373159,9.694040311934346
196,ChartExtraction_Output/filter_1_wrong/page32_b_66.png,WRONG,18,27,0,20,1,1.0,0.07407407407407407,439,368,3,161552,16.712885015351095,1.2379914826185996,11961,149591,0.07995801886477127,12.506562996404982
197,ChartExtraction_Output/filter_1_wrong/page40_0_8.png,WRONG,9,17,1,9,7,0.5882352941176471,0.4117647058823529,257,520,3,133640,7.4827895839569,5.237952708769829,5008,128632,0.03893276945083649,25.685303514376997
198,ChartExtraction_Output/filter_1_wrong/page22_0_13.png,WRONG,18,10,0,10,1,1.0,0.1,190,904,3,171760,5.822077317186772,0.5822077317186772,12423,159337,0.07796682503122312,12.825967962649923
199,ChartExtraction_Output/filter_1_wrong/page30_b_21.png,WRONG,47,131,2,80,7,0.9770992366412213,0.08396946564885496,414,1506,3,623484,20.529797075787027,1.7642794362004477,116481,507003,0.22974420269702547,4.352666958559765
200,ChartExtraction_Output/filter_1_wrong/page4_0_51.png,WRONG,20,158,4,108,6,0.9746835443037974,0.0759493670886076,527,1202,3,633454,24.31115755840203,1.8943759136417169,49690,583764,0.08512001425233484,11.748118333668746
201,ChartExtraction_Output/filter_1_wrong/page45_0_5.png,WRONG,15,3,0,3,0,1.0,0.0,211,1271,3,268181,1.1186474806194324,0.0,16439,251742,0.0653009827521828,15.313705213212483
202,ChartExtraction_Output/filter_1_wrong/page6_a_51.png,WRONG,16,34,0,32,1,0.9705882352941176,0.029411764705882353,196,954,3,186984,17.648568861506867,0.5348051170153596,12390,174594,0.07096463796006736,14.091525423728813
203,ChartExtraction_Output/filter_1_wrong/page15_a_11.png,WRONG,29,61,0,24,18,0.6885245901639344,0.3114754098360656,329,1517,3,499093,8.415265291238306,3.806905726988757,57985,441108,0.13145306818284863,7.607277744244201
204,ChartExtraction_Output/filter_1_wrong/page32_0_8.png,WRONG,0,1,0,0,1,0.0,1.0,304,840,3,255360,0.0,0.3916040100250627,161,255199,0.0006308802150478646,1585.0869565217392
205,ChartExtraction_Output/filter_1_wrong/page50_a_7.png,WRONG,17,34,2,22,1,0.9705882352941176,0.029411764705882353,209,1507,3,314963,10.47742115740579,0.3174976108304785,21009,293954,0.07147036611170456,13.991813032509876
206,ChartExtraction_Output/filter_1_wrong/page28_0_10.png,WRONG,42,115,1,79,1,0.991304347826087,0.043478260869565216,1163,1502,3,1746826,6.5261222354144035,0.2862334313778247,292690,1454136,0.20128103561152463,4.968177935699887
207,ChartExtraction_Output/filter_1_wrong/page50_b_26.png,WRONG,29,57,0,39,0,1.0,0.05263157894736842,223,798,3,177954,32.03074951953875,1.6858289220809872,20240,157714,0.1283335658216772,7.792193675889328
208,ChartExtraction_Output/filter_1_wrong/page3_b_1.png,WRONG,3,20,0,16,1,0.95,0.05,248,1366,3,338768,5.608558069239126,0.2951872668020592,4738,334030,0.01418435469867976,70.50021105951879
209,ChartExtraction_Output/filter_1_wrong/page6_b_14.png,WRONG,22,35,0,31,1,0.9714285714285714,0.05714285714285714,239,500,3,119500,28.451882845188283,1.6736401673640167,10687,108813,0.09821436776855706,10.181809675306447
210,ChartExtraction_Output/filter_1_wrong/page93_0_17.png,WRONG,23,98,2,65,2,0.9591836734693877,0.07142857142857142,373,757,3,282361,33.2907164941334,2.4790959091375933,25825,256536,0.1006681323478966,9.933630203291385
211,ChartExtraction_Output/filter_1_wrong/page6_b_28.png,WRONG,17,53,2,31,7,0.8490566037735849,0.1509433962264151,816,754,3,615264,7.313933530972071,1.3002548499505902,42431,572833,0.07407219905277804,13.500341731281374
212,ChartExtraction_Output/filter_1_wrong/page11_a_27.png,WRONG,11,14,0,3,9,0.21428571428571427,0.7857142857142857,333,487,3,162171,1.849899180494663,6.782963661813764,7561,154610,0.0489036931634435,20.44835339240841
213,ChartExtraction_Output/filter_1_wrong/page18_0_25.png,WRONG,29,91,1,70,5,0.967032967032967,0.0989010989010989,229,1009,3,231061,38.08518096952753,3.8950753264289517,26797,204264,0.13118807034034388,7.622644325857372
214,ChartExtraction_Output/filter_1_wrong/page19_0_19.png,WRONG,2,11,0,10,1,0.9090909090909091,0.09090909090909091,463,640,3,296320,3.3747300215982725,0.33747300215982723,3185,293135,0.010865300970542583,92.03610675039246
215,ChartExtraction_Output/filter_1_wrong/page62_0_3.png,WRONG,54,191,4,127,1,1.0,0.04712041884816754,1304,1529,3,1993816,9.57962018561392,0.45139571555248825,426614,1567202,0.2722137924785701,3.6735831454195127
216,ChartExtraction_Output/filter_1_wrong/page72_0_3.png,WRONG,67,0,0,0,0,0.0,0.0,670,1528,3,1023760,0.0,0.0,269437,754323,0.35719048736416625,2.7996266288594365
217,ChartExtraction_Output/filter_1_wrong/page118_0_2.png,WRONG,8,28,0,11,5,0.8214285714285714,0.17857142857142858,528,1397,3,737616,3.118153619227349,0.6778594824407279,25957,711659,0.03647392922734062,27.416843240744306
218,ChartExtraction_Output/filter_1_wrong/page6_b_15.png,WRONG,19,68,0,52,0,1.0,0.07352941176470588,428,542,3,231976,29.31337724592199,2.1553953857295585,18193,213783,0.08510031199861542,11.75083823448579
219,ChartExtraction_Output/filter_1_wrong/page54_0_1.png,WRONG,53,0,0,0,0,0.0,0.0,765,1407,3,1076355,0.0,0.0,225423,850932,0.26491306003299914,3.7748233321355853
220,ChartExtraction_Output/filter_1_wrong/page24_0_15 2.png,WRONG,27,76,1,54,1,0.9868421052631579,0.039473684210526314,280,817,3,228760,32.78545200209827,1.3114180800839308,24658,204102,0.12081214294813378,8.277313650742153
221,ChartExtraction_Output/filter_1_wrong/page28_0_11.png,WRONG,33,66,0,44,0,1.0,0.045454545454545456,550,1502,3,826100,7.989347536617843,0.3631521607553565,106912,719188,0.1486565404317091,6.726915594133493
222,ChartExtraction_Output/filter_1_wrong/page10_b_77.png,WRONG,26,129,0,94,0,1.0,0.031007751937984496,478,1532,3,732296,17.615827479598412,0.5462272086697183,75057,657239,0.11420046588836025,8.756531702572712
223,ChartExtraction_Output/filter_1_wrong/page52_b_1.png,WRONG,6,1,0,1,0,1.0,0.0,249,997,3,248253,0.4028148703137525,0.0,6077,242176,0.0250933205602537,39.851242389336846
224,ChartExtraction_Output/filter_1_wrong/page15_a_10.png,WRONG,31,62,0,24,17,0.6774193548387096,0.3225806451612903,312,1517,3,473304,8.87378936159424,4.225613981711543,58221,415083,0.14026351356234776,7.129437831710208
225,ChartExtraction_Output/filter_1_wrong/page6_a_50.png,WRONG,30,46,0,37,3,0.9347826086956522,0.08695652173913043,196,570,3,111720,38.489079842463305,3.580379520229144,13294,98426,0.13506593786194704,7.403791183992778
226,ChartExtraction_Output/filter_1_wrong/page95_0_73.png,WRONG,24,24,0,19,3,0.8333333333333334,0.20833333333333334,256,503,3,128768,15.531809145129225,3.8829522862823063,12514,116254,0.10764360796187658,9.289915294869745
227,ChartExtraction_Output/filter_1_wrong/page16_b_3.png,WRONG,3,4,0,4,0,1.0,0.0,183,582,3,106506,3.7556569582934296,0.0,1317,105189,0.012520320565838633,79.87015945330296
228,ChartExtraction_Output/filter_1_wrong/page37_a_28.png,WRONG,29,118,1,87,0,1.0,0.025423728813559324,420,748,3,314160,37.56047873694933,0.9549274255156608,36626,277534,0.13196941635979736,7.577513241959264
229,ChartExtraction_Output/filter_1_wrong/page40_0_9.png,WRONG,23,34,1,22,4,0.8823529411764706,0.11764705882352941,257,544,3,139808,21.45799954222934,2.861066605630579,13123,126685,0.10358763863125074,9.653661510325383
230,ChartExtraction_Output/filter_1_wrong/page7_b_8.png,WRONG,14,40,2,29,4,0.9,0.15,481,455,3,218855,16.44924721847799,2.7415412030796644,12255,206600,0.05931752178121975,16.85842513259894
231,ChartExtraction_Output/filter_1_wrong/page51_0_19.png,WRONG,14,44,0,32,0,1.0,0.022727272727272728,634,1497,3,949098,4.6359806890331665,0.1053631974780265,52320,896778,0.05834219840361829,17.14025229357798
232,ChartExtraction_Output/filter_1_wrong/page137_0_3.png,WRONG,11,117,0,75,4,0.9743589743589743,0.1111111111111111,1459,1340,3,1955060,5.831023088805459,0.664941229425184,90321,1864739,0.048436269097176604,20.645685942361133
233,ChartExtraction_Output/filter_1_wrong/page36_0_1.png,WRONG,16,332,1,143,15,1.0150602409638554,0.12349397590361445,1873,1461,3,2736453,12.315212430105687,1.4982899395677545,180589,2555864,0.07065673290910628,14.152932902889988
234,ChartExtraction_Output/filter_1_wrong/page12_0_1 2.png,WRONG,2,5,0,5,0,1.0,0.0,331,1057,3,349867,1.4291144920784185,0.0,3100,346767,0.00893972033094268,111.86032258064516
235,ChartExtraction_Output/filter_1_wrong/page27_0_24.png,WRONG,17,0,0,0,0,0.0,0.0,241,544,3,131104,0.0,0.0,9002,122102,0.07372524610571489,13.56387469451233
236,ChartExtraction_Output/filter_1_wrong/page26_0_18.png,WRONG,26,160,0,115,3,0.98125,0.0625,274,1634,3,447716,35.06687274968954,2.2335587738655756,46358,401358,0.11550286776394142,8.657793692566548
237,ChartExtraction_Output/filter_1_wrong/page54_0_13.png,WRONG,51,57,0,36,2,0.9824561403508771,0.07017543859649122,1462,1560,3,2280720,2.4553649724648356,0.17538321231891682,465086,1815634,0.2561562517555851,3.9038672417574385
238,ChartExtraction_Output/filter_1_wrong/page15_a_1.png,WRONG,0,6,0,6,0,1.0,0.16666666666666666,1115,1006,3,1121690,0.5349071490340468,0.08915119150567448,1655,1120035,0.0014776323954162147,676.7583081570997
239,ChartExtraction_Output/filter_1_wrong/page100_0_4.png,WRONG,20,33,4,11,18,0.5757575757575758,0.6666666666666666,341,1495,3,509795,3.726988299218313,4.315460135936994,41549,468246,0.08873327268145377,11.269729716720017
240,ChartExtraction_Output/filter_1_wrong/page25_0_75.png,WRONG,16,89,0,66,1,0.9887640449438202,0.12359550561797752,218,1612,3,351416,25.041546201652746,3.1301932752065933,22940,328476,0.06983767459418648,14.31891891891892
241,ChartExtraction_Output/filter_1_wrong/page9_a_3.png,WRONG,17,44,0,38,0,1.0,0.022727272727272728,228,857,3,195396,22.518372945198468,0.5117812032999652,13386,182010,0.07354540959287952,13.597041685342896
242,ChartExtraction_Output/filter_1_wrong/page10_0_63.png,WRONG,22,35,0,29,7,0.8285714285714286,0.42857142857142855,381,1444,3,550164,5.271155509993384,2.726459746548302,48670,501494,0.09705001455650517,10.303965481816315
243,ChartExtraction_Output/filter_1_wrong/page10_0_1.png,WRONG,2,5,0,5,0,1.0,0.0,331,1057,3,349867,1.4291144920784185,0.0,3100,346767,0.00893972033094268,111.86032258064516
244,ChartExtraction_Output/filter_1_wrong/page36_0_3.png,WRONG,31,0,0,0,0,0.0,0.0,1169,1677,3,1960413,0.0,0.0,245896,1714517,0.14341998358721436,6.972529036665907
245,ChartExtraction_Output/filter_1_wrong/page9_b_22.png,WRONG,28,169,0,116,3,0.9644970414201184,0.08284023668639054,898,1467,3,1317366,12.373174956693887,1.062726683397021,146029,1171337,0.12466864787845001,8.021262899834964
246,ChartExtraction_Output/filter_1_wrong/page32_b_65.png,WRONG,25,43,1,33,0,1.0,0.0,439,317,3,139163,30.899017698669905,0.0,14041,125122,0.11221847476862581,8.911188661776226
247,ChartExtraction_Output/filter_1_wrong/page64_0_31.png,WRONG,2,12,1,11,2,0.9166666666666666,0.3333333333333333,461,1418,3,653698,1.6827342289558789,0.611903355983956,6433,647265,0.009938742246220636,100.61635317892119
248,ChartExtraction_Output/filter_1_wrong/page4_0_52.png,WRONG,29,0,0,0,0,0.0,0.0,527,433,3,228191,0.0,0.0,26411,201780,0.1308900783031024,7.639998485479535
249,ChartExtraction_Output/filter_1_wrong/page124_0_10.png,WRONG,44,141,0,91,4,0.9858156028368794,0.07801418439716312,916,1497,3,1371252,10.136721769594502,0.8021866148599966,239140,1132112,0.2112335175318343,4.734097181567282
250,ChartExtraction_Output/filter_1_wrong/page15_a_12.png,WRONG,29,54,0,21,17,0.6666666666666666,0.3333333333333333,288,1517,3,436896,8.239947264337507,4.119973632168754,50175,386721,0.12974469966720192,7.707443946188341
251,ChartExtraction_Output/filter_1_wrong/page63_0_4.png,WRONG,30,310,6,181,10,0.9806451612903225,0.07419354838709677,1835,1529,3,2805715,10.83502779148987,0.8197553921192993,339799,2465916,0.13779828672185102,7.256984275998458
252,ChartExtraction_Output/filter_1_wrong/page37_0_51.png,WRONG,5,20,1,16,1,0.95,0.15,195,1333,3,259935,7.309519687614212,1.1541346875180334,5215,254720,0.020473461055276383,48.84372003835091
253,ChartExtraction_Output/filter_1_wrong/page6_b_17.png,WRONG,15,37,2,33,0,1.0,0.05405405405405406,428,500,3,214000,17.289719626168225,0.9345794392523366,13146,200854,0.06545052625290011,15.278715959227142
254,ChartExtraction_Output/filter_1_wrong/page44_0_3.png,WRONG,16,167,0,99,3,0.9880239520958084,0.03592814371257485,1092,743,3,811356,20.33632585449544,0.7395027583452887,51618,759738,0.06794184310907181,14.71847030105777
255,ChartExtraction_Output/filter_1_wrong/page50_b_31.png,WRONG,1,8,0,7,1,0.875,0.125,221,1078,3,238238,2.9382382323558796,0.41974831890798275,1797,236441,0.007600204702230154,131.57540345019476
256,ChartExtraction_Output/filter_1_wrong/page8_0_20.png,WRONG,1,7,0,7,0,1.0,0.2857142857142857,602,1090,3,656180,1.0667804565820354,0.3047944161662958,3046,653134,0.004663667792520371,214.42350623768877
257,ChartExtraction_Output/filter_1_wrong/page4_0_7.png,WRONG,18,208,6,108,23,0.8509615384615384,0.28365384615384615,794,1527,3,1212438,14.598684633770965,4.866228211256988,87954,1124484,0.07821720895984291,12.784910294017328
